id,title,category,subcategory,description,images,specifications
556,Манеж Nuna Sena Aire,Детская комната,Манежи,"

Шикарная серия SENA благодаря нашему продуманному дизайну зигзагообразных ножек легко превращается в удобное место для сна, а затем снова складывается всего за одну секунду — лишь одной рукой. На следующее утро единственная в своём роде кроватка складывается вместе с рамой в мгновение ока. Да начнётся путешествие! 
","['/upload/product/533/e40ef1a4174a33c23b4d03897379d1c6/full.jpg', '/upload/product/533/87c3f10b878d4db0fbc2e92ad7888ac0/full.jpg', '/upload/product/533/88348874fc7e6559b1e0eb480954197c/full.jpg']","{'Возраст': 'С рождения до 100 см роста', 'Максимальная нагрузка': '15 кг', 'Форма': 'Кровать', 'Размеры': '73,5 x 107 x 74,5 см', 'Вес': '10,0 кг'}"
557,Видеоняня Motorola MBP36S,Защита и безопасность,Радионяни,"Видеоняня Motorola MBP36S осуществляет свою работу по цифровой технологии передачи сигналов DECT, которая обеспечивает отличное соединение. Цифровые сигналы поступают на приборы в закодированном виде, что является гарантией конфиденциальности передаваемой информации. Есть защита от радиоволн и других помех, которые создают разные электронные, компьютерные и цифровые устройства. Поворотный механизм даёт возможность управлять встроенными камерами на расстоянии.",['/upload/product/310/b5cf97978ba7b8623e28adaad8495e94/full.jpg'],"{'Диапазон действия': '200 м', 'Функции': 'Двусторонняя связь, измерение температуры в комнате, колыбельные, возможность подключить до 4-х дополнительных камер', 'Ночник': 'Да', 'Особенности': 'Ночной режим', 'Питание': 'Сетевой адаптер, аккумулятор', 'Комплектация': 'Родительский модуль,модуль камеры,аккумулятор,блок питания родительского модуля,блок питания модуля для камеры,инструкция'}"
558,Lego Technic 42083 Bugatti Chiron,Игрушки и игры,Конструкторы,"Bugatti Chiron от Lego – уникальная копия знаменитого суперкара от одного из топовых мировых автопроизводителей. Эта модель отличается изысканным  привлекательным дизайном, суперсовременными решениями и, конечно, аэродинамическими характеристиками, свойственными всей продукции легендарного бренда. Двигатель W16 оснащён подвижными поршнями, за эффективное торможение отвечают цепкие дисковые тормоза, а на руле есть логтип Bugatti. Багажние оснащён полезным в автопутешествиях аксессуаром – чемоданом, на который также нанесён логотип бренда.","['/upload/product/425/3a3e08584bf5aa5c7ab9c5498d50c20f/full.jpg', '/upload/product/425/156ac61307fc53ba0d9dd24bf9bea991/full.jpg', '/upload/product/425/ffdfcb97580648dc8a9cc8d599951dac/full.jpg', '/upload/product/425/2137fbbb9a90660cb31c465dd5c2b7e8/full.jpg', '/upload/product/425/1d174b79d427658f33dee0834dcba10b/full.jpg', '/upload/product/425/778d131f637541543dcba0958d725f1a/full.jpg', '/upload/product/425/def4220b9c00f2cb4513749512045344/full.jpg', '/upload/product/425/281a85da94edc023b3d912bba3e31f62/full.jpg', '/upload/product/425/16dff304abf180e1b41b0151fb0d22c6/full.jpg', '/upload/product/425/cec58cee26cfff555bc97033080b7511/full.jpg', '/upload/product/425/d973c3fa18e6c27379c29f8679fc9c0d/full.jpg', '/upload/product/425/8010aa216c68ef37ef4096ee09a5ecc8/full.jpg', '/upload/product/425/aee81c45c8e6910286966edf75db2f33/full.jpg', '/upload/product/425/64a613ed0f33d252bbb8979298864162/full.jpg', '/upload/product/425/63321da2d9d419ab38e3719f2eb878d9/full.jpg', '/upload/product/425/7de496eead2478fed61c67652e294e96/full.jpg', '/upload/product/425/c56b34a05f5a5fddac148ad220479f02/full.jpg', '/upload/product/425/f3b6912d32bfa690127f84172b3896e7/full.jpg', '/upload/product/425/35b2ba5466a1e30146fad1aa0a56dc99/full.jpg']","{'Возраст': '16+', 'Количество деталей': '3599', 'Габариты упаковки': '60Х40Х18 СМ'}"
559,"Стульчик для кормления Happy Baby Wingy, цвет: бежевый",Товары для кормления,Стульчики для кормления,"

Стульчик для кормления Happy Baby Wingy отличается продуманной геометрией, высоким комфортом и привлекательным дизайном! Стульчик станет излюбленным местом трапезы и отдыха ребёнка. Подходит для малышей разного возраста. Его можно применять не только как стул для кормления, но и просто как высокий стул. Есть механизм складывания. Металлический каркас рассчитан на большую нагрузку. Пластиковые накладки для большей безопасности малыша. Колеса поворачиваются и имеют тормоз. Комфортное сиденье с чехлом, который снимается для стирки. Сиденье регулируется по высоте, также можно поменять угол наклона.    
","['/upload/product/372/88b9f9f50ed121aa18b17ff7c7e477d5/full.jpg', '/upload/product/372/2568a2d7ef5ae04d2bdba908be801733/full.jpg', '/upload/product/372/325b5f8c6f95f70247c88395022286cb/full.jpg', '/upload/product/372/069dacba88762c8e551ea29c8a921fe7/full.jpg', '/upload/product/372/1cd959ec680499ebbfa39d824b012c37/full.jpg', '/upload/product/372/14fdea05261c1a7a6571f3c18eedb717/full.jpg', '/upload/product/372/461b62b159976899197febc60b46a3c4/full.jpg']","{'Материал': 'Текстиль,пластик,металл', 'Размеры': '82 x 60 x 105 см', 'Вес': '8.9 кг'}"
560,Внедорожник Bruder Land Rover Defender Station Wagon,Игрушки для мальчиков,Машинки,"

Модель полицейского автомобиля Land Rover Defender с высокой детализацией оснащена передними и задними амортизаторами, что делает игру ещё реалистичнее. У машинки открываются двери и капот, снимаются мигалки и задние сидения. В комплекте также идёт полицейский. Устройте весёлую погоню за нарушителями на полицейской машине со светом и звуком! Ребёнок будет в восторге от такого функционала, а родители от настоящего немецкого качества. 
","['/upload/product/348/f64ebd95ff4210accaaae42c29d2711b/full.jpg', '/upload/product/348/9077991f3fb8e90838816f8cebee8525/full.jpg', '/upload/product/348/8e95307ec9ff073df862b1ca0f355a22/full.jpg', '/upload/product/348/37a0aea9b31ce42d70a5c02620c7a183/full.jpg', '/upload/product/348/8638af16e86d687038a35079c2a6a0ec/full.jpg', '/upload/product/348/9a0f4a252ff0bac8f748faad02c23e4d/full.jpg', '/upload/product/348/66f8362c25589384a2bf94129780a837/full.jpg']","{'Комплект': 'Машинка, полицейский', 'Размеры': '24 x 17 х 29 см', 'Вес': '1.25 кг.'}"
561,Lego Расширенный комплект LEGO MINDSTORMS EV3 45544 (10+),Игрушки и игры,Конструкторы,"Расширенный комплект LEGO MINDSTORMS EV3 45544 (10+) является набором нового поколения Lego, в котором помимо стандартных деталей и кирпичиков присутствуют датчики и блоки для управления роботами. Управлять построенными моделями можно с компьютера или планшета по wi-fi или Bluetooth.","['/upload/product/482/ffc745e8cdbf6e3c1c6bf1cfc0cb25db/full.jpg', '/upload/product/482/a0979ca6db83a56eaccd545d7f25e284/full.jpg', '/upload/product/482/ad4ec072fae67deebf7770d624ac1410/full.jpg', '/upload/product/482/972c4ed41958d972238c062b23b52510/full.jpg']","{'Возраст': '10+', 'Количество деталей': '541'}"
562,Телескоп Bresser Junior Space Explorer 45/600,Игрушки и игры,Развивающие и обучающие игрушки,"Детский телескоп Bresser Junior Space Explorer 45/600 AZ – прекрасный подарок для юного исследователя. Телескопом удобно пользоваться детям всех возрастов. Он снабжен легкой алюминиевой треногой, которую можно регулировать  под рост любого наблюдателя. Благодаря 100-кратному увеличению, в этот телескоп можно рассматривать кратеры Луны, находить на небосклоне планеты Солнечной системы, исследовать яркие и далекие миры – галактики, туманности, звездные скопления.","['/upload/product/946/1c8884ae41edf55ce6308491c0c7359a/full.jpg', '/upload/product/946/8ec0bca187adc065533442bffd7929a5/full.jpg', '/upload/product/946/2a8bbb8ab4f57a43cf97d2623fc24b8f/full.jpg', '/upload/product/946/c4d1d5c6ffb7b6182b79bd643f006990/full.jpg', '/upload/product/946/9f968ba7ec8eae4eb1102a491055faad/full.jpg', '/upload/product/946/52a9ef9af924b87b21d54cb017386e32/full.jpg', '/upload/product/946/b80ce2c2f4f203ac11d2341179b9dc75/full.jpg', '/upload/product/946/842198c22c1862b15e5a2bab309a731f/full.jpg', '/upload/product/946/c89f5fb62f0a7cb941e64249b726677c/full.jpg', '/upload/product/946/a60681c1fe186660442f7c962f805768/full.jpg']",{}
563,Lego Базовый набор LEGO WEDO 2.0 45300,Игрушки и игры,Конструкторы,"Базовый набор LEGO WEDO 2.0 45300 – конструктор для сборки весёлых роботов, дистанционно управляемых через компьютер или планшет. Набор включает в себя СмартХаб (микрокомпьютер), средний мотор, датчик наклона и датчик движения. Вперёд, навстречу исследованиям!","['/upload/product/480/e11943f36d3a9bde80c81cc42e8e0fbd/full.jpg', '/upload/product/480/77660b2192e074ad1e76ea6fb2da87c9/full.jpg']","{'Возраст': '7-10', 'Количество деталей': '280'}"
564,Lego City 60202 Любители активного отдыха,Игрушки и игры,Конструкторы,"

Lego Любители активного отдыха – набор минифигурок, которые обожают отдыхать на природе в походах. Они приезжают в палаточный городок со своими семьями, и каждый находит занятие по душе. Кто-то катается на горном велосипеде, кто-то знимается альпинизмом, кто-то сплавляется на байдарке, кто-то фотографирует птиц, а кто-то готовит вкусный завтрак у палатки! 
","['/upload/product/450/3398244649634cf46b206438b81bc989/full.jpg', '/upload/product/450/d5032b549a55bec4049dcae2744c7604/full.jpg', '/upload/product/450/f43338abd1773b7ce335a8dc8f430ac1/full.jpg', '/upload/product/450/e9ea1fba41e5d1909a281aa06bddf3cf/full.jpg', '/upload/product/450/0b4d096bd4e5ed20add5bc729f1838a5/full.jpg', '/upload/product/450/ab8d1b11f32a8e9ac721a80c51a02719/full.jpg', '/upload/product/450/c037dc4c0f9245b5bec60e2155ecf8bb/full.jpg', '/upload/product/450/6da29175710d72e6029e83d5c1db4ac3/full.jpg', '/upload/product/450/01573d30988e971f554d08ba85bde476/full.jpg', '/upload/product/450/ec51a7050253e026e9ec781d3fbf9ec9/full.jpg', '/upload/product/450/02498c68a6e62b3acfebfd05d0dd474b/full.jpg', '/upload/product/450/53b11fd263abcdf95d4af311786d0374/full.jpg', '/upload/product/450/7276a9cb3a0c330115eb1b7bd7259144/full.jpg', '/upload/product/450/70db2e1d8c5d42dec2fb0de2b22ccc97/full.jpg', '/upload/product/450/00f4be03c4b93a35e3fd4f1edc365ceb/full.jpg', '/upload/product/450/d7d08645da2abc7313e247195e98a06b/full.jpg', '/upload/product/450/b1b3b9e5813579110e7bae1e9c6742bf/full.jpg', '/upload/product/450/bce621023553d5cb11fbe34634fd4498/full.jpg', '/upload/product/450/e19b78497eb00cb10fe97167db0d570c/full.jpg', '/upload/product/450/a19c7bffcd5000ff06ce09ad9634f704/full.jpg', '/upload/product/450/2737698c8d4e6898f2d87011df2474cb/full.jpg', '/upload/product/450/d28d2eee869345b80e16c6dfcaf8e186/full.jpg', '/upload/product/450/972e4b4e92134ad88faf75c5d81ef0c7/full.jpg', '/upload/product/450/c760b86cff9f1529788008f611ba3a5d/full.jpg', '/upload/product/450/ada2d34d824b7c82d618aa3fe99bf7a0/full.jpg', '/upload/product/450/a3a99a714fcc36b149f568a9823fdd73/full.jpg', '/upload/product/450/5002fc4845cbdcb8eb3223123409f155/full.jpg', '/upload/product/450/2a0670520bc7d64798e83fa8cda0d481/full.jpg', '/upload/product/450/b06841e01f9b17cc102dafa00425b064/full.jpg']","{'Возраст': '5+', 'Количество деталей': '164', 'Габариты упаковки': '26.2Х19.1Х6.1 СМ'}"
565,Lego Technic 42056 Porsche 911 GT3 RS,Игрушки и игры,Конструкторы,"Огромная и очень подробная модель спорткара Porsche для истинных ценителей Lego! Автомобиль состоит более чем из 2700 деталей и отличается невероятно качественной проработкой всех мельчайших деталей конструкции. Модель оснащена действующей коробкой передач, классическим рулём, подробной приборной панелью, бардачком и комфортными сиденьями. Под капотом находится отсек для аксессуаров, а под задней крышкой — могучий шестицилиндровый двигатель с функционирующими поршнями.","['/upload/product/424/ca3160c310b33c15279198e821ebb756/full.jpg', '/upload/product/424/a8d19e0085b286829085e2078cd77072/full.jpg', '/upload/product/424/af8e131d7210b59b869f367527f5a04a/full.jpg', '/upload/product/424/db43094a83dd922ab3dad1c2d21edcd1/full.jpg', '/upload/product/424/8e76dfadc702dcb254b8e85d74f64f91/full.jpg', '/upload/product/424/e5eba5ec0af248c43980542ec45a106b/full.jpg']","{'Возраст': '16+', 'Количество деталей': '2704', 'Габариты упаковки': '48Х37.8Х15.3 СМ'}"
566,Пикап Bruder RAM 2500,Игрушки для мальчиков,Машинки,"Великолепная уменьшенная копия автомобиля приведёт ребёнка в восторг. У модели открываются дверцы, она может быть управляема при помощи руля, а в багажнике очень много места, что увеичивает возможность использования в играх! Долговечность и сохранность игрушки обеспечивает высокопрочный пластикк, из которого сделан автомобиль. Предназначен для детей от 3 лет.","['/upload/product/355/746200a0c2f886e6fb31d2af43a2ae5f/full.jpg', '/upload/product/355/155e9c5861e29dec07bf97ef970de17a/full.jpg', '/upload/product/355/00935f282a2c8ebe38150391db2b0397/full.jpg', '/upload/product/355/9a540f6b66c3c270173ab568a0e1238d/full.jpg', '/upload/product/355/83149aaa607672196e79b19895907e59/full.jpg', '/upload/product/355/c054d1b01553f399f4fa1f2d4852c6a7/full.jpg']","{'Материал': 'Пластик', 'Масштаб': '1:16', 'Размеры': '39×14×12 см', 'Вес': '1.2 кг.'}"
567,Матрас Red Castle Кокон Cocoonababy,Товары для мам и малышей,Детская комната,"

Red Castle Cocoonababy – эргономичная кроватка, которая помогает новорожденному в адаптации к новой жизни после рождения. Кокон уменьшает основные беспокойства, которые проявляются в первые месяца жизни, так как ребенок находится в естественном, полузародышевом положении, его плечи и позвоночник легко скруглены. Малыш в Cocoonababy может смотреть перед собой и легко менять положение головы, чтобы следовать за кем-то глазами и вступать с ним в контакт. 
",['/upload/product/943/9b2197f068e1621f1b1ae6ee4d82b191/full.jpg'],{}
568,"Коляска Britax Holiday Double, вес 9 кг, ребенок до 30 кг",Товары для мам и малышей,Коляски,"Удобная коляска Britax Holiday Double для двойни! Максимальный комфорт при использовании как для детей, так и для родителей. Совмещённый единый тормоз на все задние колёса позволяет легко управляться с коляской, а складной механизм и ремшок для переноски позволит легко перемещать и хранить Holiday Double. В солнцезащитный капюшон с UV50+ встроен дополнительный козырёк, защищающий глаза ваших детей от яркого света.","['/upload/product/921/802611010c45902d8b032d1664fd85e8/full.jpg', '/upload/product/921/7fc00f6e136297721c8c6d9746123611/full.jpg', '/upload/product/921/634522cc353cdc774d6c7a7b252a0edb/full.jpg', '/upload/product/921/08b32578ae2487d915f112c890a99436/full.jpg', '/upload/product/921/2a020f88947ad257e596dffae3e1a002/full.jpg', '/upload/product/921/ac49585426938bf10ac1d0643a9b329b/full.jpg', '/upload/product/921/90d7bd7e017a9642b4920e6fdadd6ff6/full.jpg', '/upload/product/921/f5256c2f2490593a644fc870acf6811f/full.jpg']","{'Тип коляски': 'Прогулочная', 'Возраст': '6 мес - 3 года', 'Максимальная нагрузка': 'до 30 кг', 'Солнцезащитный козырек': 'Есть', 'Размеры': '76x74x101 см', 'Вес': '9 кг', 'Тип складывания': 'Книжка', 'Ремни': 'Внутренние 5-точечные ремни', 'Количество колёс': '12', 'Cистема амортизации': 'на передних колёсах', 'Тип колёс': 'Резиновые', 'Тип корзины для покупок': 'Сетчетая', 'Материал капюшона': 'ткань'}"
569,Lego City 60183 Перевозчик вертолета,Игрушки и игры,Конструкторы,"

Lego Перевозчик вертолета доставит сломанный вертолёт в мастерскую Lego-city! Если вертолёт сломался, то необходимо доставить его и лётчика до мастерской на тяжёлом мощном грузовике и осуществить ремонтные работы. После этого будет необходимо опрорбовать вертолёт в деле – например, прицепить к нему цепью бочку горючего и доставить её в пункт назначения. Всем этим займутся храбрый пилот в шлеме и девушка-водитель в стильной красной кепке и с рацией для связи с пилотом.   
","['/upload/product/456/70bdf8a05f4f34b0c02c5278141c9556/full.jpg', '/upload/product/456/45fb7f1967753759815a4e0f824ef91e/full.jpg', '/upload/product/456/cf9327e5eda0eb5bd5663d5df1ea748f/full.jpg', '/upload/product/456/5714dc283a4ccbab0ae9ac99ee64e5ad/full.jpg', '/upload/product/456/70bdf8a05f4f34b0c02c5278141c9556/full.jpg', '/upload/product/456/b76a529cc8487da8fdfa84e7e735bc34/full.jpg', '/upload/product/456/ad75f2b85e44452cb36cea01e8f120fc/full.jpg', '/upload/product/456/4fe8994ca5f1ec98c30cef4d2db1f0c1/full.jpg', '/upload/product/456/621eb2cd276f3e581b04d5110112e0bb/full.jpg', '/upload/product/456/e5d17fc15b034fbffab2479bbe7a7761/full.jpg']","{'Возраст': '5+', 'Количество деталей': '310', 'Габариты упаковки': '35.4Х19.1Х9.1 СМ'}"
570,Радиоуправляемая машина TRAXXAS E-Revo 4X4 1/16,Игрушки для мальчиков,Радиоуправляемые игрушки,"Радиоуправляемая машина TRAXXAS E-Revo 4X4 1/16 укомплектована радиоаппаратурой Traxxas TQ с индикатором разряда, которая гарантирует большой радиус действия. Так же установлена защита от помех, которая обеспечит полный и точный контроль на машиной.
Помимо стандартного режима, позволяющего развить без дополнительного оборудования скорость до 35 км/ч, есть тренеровочный режим. Он ограничит разгон до 50 % от максимального,благодаря чему модель станет гораздо маневреннее и уменьшит вероятность столкнуться с внезапным припятствием.","['/upload/product/713/8fdcdb1f017757cc2ba864ce8e311c30/full.jpg', '/upload/product/713/9922f70de18956ffb9eb8bedc4fc3f6f/full.jpg', '/upload/product/713/506a5508a1f5110e93fd679cb91a3f2a/full.jpg', '/upload/product/713/4f2d2c6ffab7d4f7599e262a0eedccaa/full.jpg', '/upload/product/713/a4b3d45cd8494f01d24aeed6a1bfa379/full.jpg', '/upload/product/713/7a6377bb151d06bd56267bbba4de0648/full.jpg', '/upload/product/713/537f35b067d4d0feb0a1b6f05c7f83fc/full.jpg', '/upload/product/713/34c0f3e98d1e412633f32fe95f8fedd3/full.jpg', '/upload/product/713/595def77e61934f2188771b69eebf5b6/full.jpg', '/upload/product/713/676bde39cf7db3e7109b9bf2ad4448ae/full.jpg', '/upload/product/713/0adf4207e779bfcd0425b7076125544f/full.jpg']","{'Максимальная скорость': '35 - 50 км/ч', 'Привод': 'Полный', 'Влагозащита': 'Есть', 'Аккумулятор': '1200 мАч', 'Передаточное число': '9.72', 'Тип дифференциала': 'Герметичный, из стали повышенной прочности', 'Покрышки': 'Talon', 'Тип двигателя': 'Электрический коллекторный', 'Масштаб': '1:16', 'Вес': '1240 г'}"
571,Lego Technic 42096 Porsche 911 RSR,Игрушки и игры,Конструкторы,"Porsche 911 RSR – уникальная копия знаменитого суперкара от одного из топовых мировых автопроизводителей. Эта модель отличается изысканным  привлекательным дизайном, суперсовременными решениями и, конечно, аэродинамическими характеристиками, свойственными всей продукции легендарного бренда. Двигатель оснащён подвижными поршнями,а за эффективное торможение отвечают цепкие дисковые тормоза.","['/upload/product/811/34d604e83e79234f4b8d95e19cd4b08c/full.jpg', '/upload/product/811/6b1bb015512da653ff5b6eac36b352b8/full.jpg', '/upload/product/811/71792b0b4c1d0dde2a6372eb60c823bd/full.jpg', '/upload/product/811/718a50bf636a99a87b544a81b21acc94/full.jpg', '/upload/product/811/8bd71916dc1f3a4f1e6f6563114ced26/full.jpg', '/upload/product/811/91992af11370f12d58a4d99067184d32/full.jpg']","{'Материал': 'Пластик', 'Возраст': '10+', 'Количество деталей': '1580'}"
572,"Коляска Peg-Perego Pliko Mini Twin, вес 11 кг, ребенок до 15 кг",Товары для мам и малышей,Коляски,"Коляска для двух малышей Peg-Perego Pliko Mini Twin, чтобы родные никогда не расставались! А родители, несомненно, оценят удобный механизм складывания ""трость"" и небольшой вес коляски. Система амортизации коляски позволяет без дискомфорта гулять с детьми по паркам и неровным дорогам. Надёжные 5-точечные ремни прочно удерживают даже самых непоседлевых детей.","['/upload/product/497/694a3890228adb10b144412a6adfc3a2/full.jpg', '/upload/product/497/0c07bcfdfaf2ce070bb53e7c1edaaadf/full.jpg', '/upload/product/497/e10ae5e406eb3070a49cff357e5dc54d/full.jpg']","{'Тип коляски': 'Прогулочная, двойная', 'Возраст': 'от 6 до 36 месяцев', 'Максимальная нагрузка': 'до 15 кг', 'Солнцезащитный козырек': 'Есть', 'Размеры': '54x97x37 см', 'Вес': '11 кг', 'Тип складывания': 'Трость', 'Ремни': '5-точечные', 'Особенности шасси': 'Корзина для покупок, регулировка высоты ручки', 'Блокировка колёс': 'Есть', 'Количество колёс': '12', 'Cистема амортизации': 'Пружины', 'Тип корзины для покупок': 'Тканевая', 'Материал капюшона': 'Ткань'}"
573,Lego Techinic 42055 Роторный экскаватор,Игрушки и игры,Конструкторы,Огромный промышленный экскаватор с гусеничными колёсами и множеством ковшей. В комплекте есть грузовик для перевозки грунта из котлована. Набор содержит свыше 3 900 деталей! Приведёт в восторг юного инженера и строителя!,"['/upload/product/402/e2f745c1b297b2d40aa3a5114fc4a646/full.jpg', '/upload/product/402/6096b95a31641a860fbca7951f592edd/full.jpg', '/upload/product/402/ca4c93cac2b6123ef82e83d63a802cd4/full.jpg', '/upload/product/402/a1499665842067c7f4e0805f4098cf2a/full.jpg', '/upload/product/402/e8d7e75832968cba43e8e60c08ee5e60/full.jpg', '/upload/product/402/90c6b9286cd46addd0ee89a1d6da9e4c/full.jpg', '/upload/product/402/088da349f65f179be6838262170af4a8/full.jpg', '/upload/product/402/965f308b1ece6f844b84b29ef8d571b6/full.jpg']","{'Возраст': '11+', 'Количество деталей': '3927', 'Габариты упаковки': '58.2Х48Х17 СМ'}"
574,Радиоуправляемая машина TRAXXAS BIGFOOT No. 1 1/10 2WD,Игрушки для мальчиков,Радиоуправляемые игрушки,"Модель TRAXXAS BIGFOOT No. 1 1/10 2WD оснащена мощным двигателем и специальным регулятором оборотов, что позволяет разгонять бигфут до 50 км/ч! Не бойтесь погоды: фирменная технологиея TRAXXAS отлично защищает внутренности автомобиля от дождя и пыли.
Для ребёнка есть специальный обучающий режим, который ограничивает скорость на 50% - научитесь манёвренности и постепенно поднимайте планку скорости!","['/upload/product/501/e0bde013d979d68142cdc5dab67827d4/full.jpg', '/upload/product/501/6736b1b938ae5c2fa328555c6bce968e/full.jpg', '/upload/product/501/e104746fb4426c6fb95efaae9f0f0f64/full.jpg', '/upload/product/501/2c916a0831cc9f7e8b5bc6f8ea53d3bf/full.jpg', '/upload/product/501/7dbdbd9c1c4471d1f90158cc199ce867/full.jpg', '/upload/product/501/3e6201a3c4ee0257a51244d34dd20813/full.jpg', '/upload/product/501/d12f2a2348eb8a3fd08c29d863bb5ebe/full.jpg', '/upload/product/501/96ac492b6eaf756680d080c6aabad533/full.jpg', '/upload/product/501/9c80371bcc8cccada5aa79a2fd3b99b4/full.jpg']","{'Максимальная скорость': '50 км/ч', 'Электромотор': 'Titan® 12T 550', 'Привод': 'Задний', 'Клиренс': '100', 'Влагозащита': 'Есть', 'Аккумулятор': 'Ni-Mh / Traxxas Power Cell NiMH Battery with iD™', 'Длина передних амортизаторов': 'Long', 'Длина задних амортизаторов': 'XXLong', 'Передаточное число': '2.72', 'Тип дифференциала': 'Планетарный', 'Рулевое управление': 'Одноточечное', 'Покрышки': 'Terra-Groove 2.2', 'Тип двигателя': 'Коллекторный', 'Масштаб': '1:10', 'Вес': '3.8 кг'}"
575,"Весы электронные Laica MD6141, до 20 кг",Здоровье и уход,Детские весы,"Простые и надёжные весы для детей. Предварительная сборка не требуется. Дают возможность взвешивать ребёнка с точностью до 5 грамм. Есть функция взвешивания без учета веса пеленки, а также режим автовыключения. функция фиксации веса даёт возможность получить точные данные о весе, даже если малыш будет проявлять активность. Весы оборудованы индикаторами перегрузки и разрядки батареи. Устойчивая конструкция и удобная форма чаши обеспечивают безопасность ребёнка во время использования весов.","['/upload/product/294/5f20283bce346503f6997aed4c437881/full.jpg', '/upload/product/294/75c1cace593382ef46b6b4cf6a439f31/full.jpg']","{'Материал': 'Металл', 'Назначение': 'Стабилизация', 'Возраст': 'Для новорожденных', 'Тип батареек': '9V', 'Вес': '2200 г'}"
576,Lego Technic 42064 Исследователь океана,Игрушки и игры,Конструкторы,"

Научный лайнер от Lego обладает широкими возможностями для исследования океана. В набор входят подводная лодка и вертолёт, которые окажут неоценимую помощь в поисках. Сам корабль оснащён удобной вертолётной площадкой, палубой для капитана и моряков, а также краном для поднятия найденных сокровищ! Исследуй затонувшие корабли, глубокие морские пещеры и неизученные виды морских обитателей. 
","['/upload/product/409/71a6fe99c7ce7e14885ac483e6e2b57e/full.jpg', '/upload/product/409/71a6fe99c7ce7e14885ac483e6e2b57e/full.jpg', '/upload/product/409/fe2b9d76448250c6a073e00a1277956b/full.jpg', '/upload/product/409/d3d5aa29187ef40c8b927034a81a4c95/full.jpg', '/upload/product/409/db2bf0e4590a674edbbad6e5a33fb28c/full.jpg', '/upload/product/409/942be92450a57a4b5d96490287b1ccf2/full.jpg', '/upload/product/409/ac4716681f5fd93cdcfc435d35f3734d/full.jpg', '/upload/product/409/99dae598431a121522f51215e608170a/full.jpg', '/upload/product/409/cafdc0d5e4f62e0ceba2abd1d2b8679e/full.jpg']","{'Возраст': '10+', 'Количество деталей': '1327', 'Габариты упаковки': '54Х28.2Х9.1 СМ'}"
577,Цифровая видеоняня Philips Avent SCD 620/52,Защита и безопасность,Радионяни,"Philips Avent SCD620 позволяет осуществлять надёжное и удобное наблюдение за ребёнком в любое время. Отличное качество звука даёт качественную связь, а чёткое изображение на ЖК-дисплее позволяет устанавливать соединение даже, когда в помещении темно. Конфиденциальность наблюдения обеспечивает технология FHSS. Есть также энергосберегающий режим ECO с индикацией соединения.","['/upload/product/308/eb7267d641d8aa66962d3e4e064e6596/full.jpg', '/upload/product/308/f5d05fc56e9ad8a425d918dda75413a1/full.jpg', '/upload/product/308/266c85180fd2371a49d6409778c6bf4f/full.jpg', '/upload/product/308/9520ac0297727aecca972f64a21fa8fa/full.jpg', '/upload/product/308/6ebfaba0f95e36dc763c7463840c13bb/full.jpg', '/upload/product/308/874650e54a8a053d93dcb3d0c8215304/full.jpg', '/upload/product/308/5bcfab08fbde8d03b3e09fb7c23f6e13/full.jpg', '/upload/product/308/4dd246f4f030332bede08687152026b7/full.jpg']","{'Диапазон действия': '300 м', 'Функции': 'Двусторонняя связь, Колыбельные мелодии, Возможность настенного крепления камеры, Регулировка чувствительности микрофона, Система ИК ночного видения', 'Ночник': 'Нет', 'Питание': 'Аккумуляторы, от сети', 'Комплектация': 'Детский блок, родительский блок, краткое руководство, инструкция по эксплуатации'}"
578,Lego Creator 71016 Магазин «На скорую руку»,Игрушки и игры,Конструкторы,"

Lego Магазин «На скорую руку» – весёлое путешествие в мир героев мультсериала «Симпсоны»! Набор изобилует мелкими деталями, разнообразными товарами на любой вкус, и конечно фигурками любимых персонажей – членов семейки и их соседей!   
","['/upload/product/472/5f1865d62cd2eae06dc3497fc7431c63/full.jpg', '/upload/product/472/60c73a370d9a39c384f334651edffbf3/full.jpg', '/upload/product/472/53fe3deaa77e4bb57d4fff4f7a7903fe/full.jpg', '/upload/product/472/3062cffba023e1fe0d8ccc0dd022460e/full.jpg', '/upload/product/472/58657a4afd430d59f2bb01e22236ab12/full.jpg', '/upload/product/472/bb8b8e6cc744e7a0684da67cd47f75b4/full.jpg', '/upload/product/472/07d60dcd52b36da07b1f6bbdb16a3ad5/full.jpg', '/upload/product/472/07d60dcd52b36da07b1f6bbdb16a3ad5/full.jpg', '/upload/product/472/4b7aa2622fc12ae29b5361933b2f2301/full.jpg', '/upload/product/472/5c04a7a12ca719e470215d7ab41e7c02/full.jpg', '/upload/product/472/fd7e879d154da930554f81e8794af69e/full.jpg']","{'Возраст': '12+', 'Количество деталей': '2179', 'Габариты упаковки': '58.2Х48Х9.1 СМ'}"
579,Защитный чехол Britax для автомобильного сиденья,Прогулки и путешествия,Автокресла,"

Защитный чехол Britax для автомобильного сиденья поможет вам сохранить салон автомобиля в чистоте! Чехол для автомобильного сидения препятствует смещению детского автокресла во время поездки. Также он оберегает обивку сиденья автомобиля от износа и загрязнений. Чехол подходит к любому креслу и любому покрытию – кожаному и тканевому. Обладает водонепроницаемыми свойствами. Легко снимается и надевается. Есть карманы для хранения детских вещей. 
",['/upload/product/131/bbe8ad0719bc7128ce772599c9c0057e/full.jpg'],{}
